ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
6595	AEBP2	0.421571444847242	5.98002405106777	4.13165339926795	0.000489260154367551	0.0618574331278863	-0.176453054412005
17031	AC008507.1	0.696605354923198	1.52671286186225	4.05224869060505	0.000590663196034257	0.0674718256480077	-0.179987694616706
9533	C9orf64	-0.622855789019275	3.45338199671097	-4.07202911455006	0.000563592600449945	0.0653552030814758	-0.183133160057586
6544	BMPR1B	0.710557790443521	1.82657036306786	4.04371621628658	0.000602737205453227	0.0677372442128484	-0.192248347134502
1283	ITM2A	-0.722042144350884	5.60939278766211	-4.12231417071603	0.000500220982878057	0.0622269800653045	-0.1964037023745
7353	ADAMTS16	-1.59976581364307	0.238673482981274	-4.09987681852635	0.000527567276857553	0.0633012304588915	-0.200265214793387
1389	C1QTNF3	-1.05957013872858	4.79477654360515	-4.10239854471784	0.000524420829419079	0.0633012304588915	-0.201518604314505
5177	CHN1	-0.553742756769354	2.80315194431133	-4.04798266053036	0.00059666944575026	0.0674718256480077	-0.201573691033927
11124	KY	0.701011238719569	3.19883290037238	4.04836364064265	0.00059613058612111	0.0674718256480077	-0.219466283734215
2884	MEOX2	-0.668545771547918	4.55684492906659	-4.08477485198383	0.000546808947456548	0.0638154083166276	-0.229403714991285
9238	CCR1	-1.14215910482606	2.94440243152364	-4.03257985894977	0.000618866915132231	0.0682854003448327	-0.239264320758834
13869	MAS1L	-1.54413064375492	0.720212369768076	-4.04097309948468	0.000606670945836588	0.0677610505515394	-0.258333306700389
4911	CD93	-0.563727551468072	6.01062094819302	-4.09462792615596	0.000534177091579127	0.0633012304588915	-0.267033758542627
14065	IGHM	-1.71571461387141	1.07264766628066	-4.01908734488416	0.000638986878232879	0.0688366574266734	-0.275807607435123
16542	AL049830.4	0.933373282197391	0.393607811443305	4.03522219510941	0.000615001275741253	0.0682726416228369	-0.293609814381183
15324	SSR4P1	0.985104681348706	0.907633568004919	4.01209146245545	0.000649674455540346	0.0695763125739268	-0.294128281589378
10349	RNASE6	-0.957421217270174	3.15911915594903	-3.99897747855993	0.00067019089303719	0.0703044671078467	-0.324770085774361
8226	PTPRN2	-0.846968690753427	1.90266964392141	-3.98021409506373	0.000700673058878723	0.0720703599431979	-0.32583786956679
2824	TSPAN12	-0.795429764632126	2.53945644723665	-3.9823035011986	0.000697211502197774	0.0720703599431979	-0.333298090336273
15041	AL354733.2	1.08673034325688	0.430965203799761	4.00334455159867	0.000663288025902665	0.0702082662766507	-0.352607934761536
11305	NUPR1	-0.59578204338949	5.644517153029	-4.05396965260187	0.000588257317995387	0.0674718256480077	-0.353027989495017
1048	CYBRD1	-0.671584395593023	9.45144568809811	-3.99789052416576	0.000671920096493756	0.0703044671078467	-0.370772659826994
4284	DCAF4	0.447483825390107	4.12131658490744	4.00756242441561	0.000656688260334241	0.0699161781733637	-0.372251042979047
8780	CCR5	-0.934874419839243	2.13592000589496	-3.95300957846183	0.000747336367166984	0.0747582741793523	-0.385449385445654
13606	MT-ND1	-1.01135588207151	7.82608941519818	-4.02139368614718	0.000635502045160796	0.0688366574266734	-0.391494401208283
2703	CD33	-0.829610161699169	2.97795324872698	-3.96413420526028	0.000727891884098016	0.0742703303944672	-0.391933651894234
13028	TRRAP	0.362599835976915	7.25488849411888	4.02474731593154	0.000630468557231468	0.0687323985206952	-0.400254601187513
10539	SLC26A5	0.76777415724883	1.79123539350396	3.94308756941469	0.000765114521430846	0.0752955404171351	-0.404092075967098
6954	DOPEY2	0.506964340144201	5.45239297898407	4.02533547687321	0.000629589887512005	0.0687323985206952	-0.406112936960955
3689	CD86	-0.794856430662849	3.06109893747423	-3.95534502356198	0.000743211874225532	0.0747564385754145	-0.416034567028717
5977	MRAP2	-1.12581267875169	1.55859703693546	-3.92702240918465	0.000794796386746257	0.0762670942906444	-0.440287792341615
2484	TMC5	1.12976142180635	2.67979445439471	3.91608120228615	0.000815664156961847	0.0765462971218938	-0.480397360835262
6394	HAUS2	-0.555217936938834	4.12032865509815	-3.95958398426906	0.000735783491245187	0.0744204124533881	-0.480524947746296
16729	LINC01254	1.24792582446693	1.39630685568029	3.90922420836919	0.000829019051013035	0.0771697275552534	-0.480719819445742
12977	AKR1C3	-0.730914531960668	5.11205886851058	-3.98738550520851	0.000688862985449087	0.0716653686462061	-0.482543144424431
7526	ITGB1BP2	1.07164312351046	0.16077572548258	3.94313745501951	0.000765024092587097	0.0752955404171351	-0.496607285087835
16303	ANKHD1-EIF4EBP3	0.608221307992668	3.15796296250963	3.91980177784503	0.000808507603732392	0.0765462971218938	-0.500381561132598
3383	OAS2	-0.987103096497945	3.80149152083477	-3.93881346121455	0.000772901923972791	0.075652970042197	-0.501031685970623
15456	SMG1P1	1.41010601272564	2.00027816597717	3.88787420096856	0.000872008852754634	0.0775805106330599	-0.521051123745351
8906	ITIH3	-1.13222387099827	0.734977741193167	-3.90415636605803	0.000839028842353963	0.0771697275552534	-0.524402070789412
1347	MOK	0.549353635437246	3.79766129898145	3.92312657654844	0.000802165182471468	0.0764618812150552	-0.536794438940406
17385	AL359643.3	-1.18946927047736	0.355930321721736	-3.90684929146855	0.000833695019306223	0.0771697275552534	-0.554006622640826
3508	BVES	-0.748342190667413	2.34044909148858	-3.8759792285394	0.000896913804017798	0.0781696684923461	-0.55529947655423
8214	EPHB1	0.633751413820807	3.36207533207945	3.89804745858491	0.000851254724628519	0.0773135851619735	-0.561204331526508
17774	TRAC	-0.826793031018939	3.52973762590569	-3.90157955051487	0.000844164445856025	0.0772304417148482	-0.564697103960722
6942	IFITM3	-0.832153131500263	5.93182753550763	-3.96278662899975	0.000730220209854423	0.0742703303944672	-0.565747925850785
7498	NLGN4X	-0.562094421083884	2.75473130720301	-3.87781421203859	0.000893026230985512	0.0781696684923461	-0.569253963525612
894	PLPP1	-0.612290205897218	5.01928141990707	-3.94572556483841	0.000760347122893947	0.0752955404171351	-0.572276693166993
12565	LCE1E	-2.72486008440525	3.60632722048482	-3.88712431286318	0.000873558424682923	0.0775805106330599	-0.574105845836154
14387	AL033519.2	1.41709750215116	0.0500925399776938	3.90403898106864	0.000839262114464472	0.0771697275552534	-0.579495053968753
9281	ABLIM2	0.681538062776995	3.19666365728162	3.88453503408675	0.000878929985928951	0.0776786374942839	-0.579902708340174
12708	FPR3	-0.965946514934786	4.5822987395438	-3.92641939326155	0.000795932545052315	0.0762670942906444	-0.585781818431519
5822	TRIM45	0.618137211013462	3.00271152737809	3.8757659034065	0.000897366841420429	0.0781696684923461	-0.587028484851763
2835	FKBP14	-0.460461063301854	4.87546218628686	-3.93407753105802	0.000781622892911719	0.0756926935550572	-0.590574858475282
13572	SUCNR1	-0.839363337609755	2.85175214532228	-3.86739505987611	0.000915324559456772	0.0788653441235716	-0.59621366394431
16496	AP001157.1	0.580443218930497	3.92015134317428	3.89553858703748	0.000856326927525385	0.0773135851619735	-0.606786146587735
13633	MT-CO3	-0.728452611236188	11.3191677597683	-3.85852596173007	0.000934740680272301	0.0791529712792442	-0.611802797854861
943	POLR1A	0.502353927240867	5.82058374294921	3.93494731490191	0.000780013925089311	0.0756926935550572	-0.620466484233165
14734	AC244021.1	-1.20469862395827	0.453487984138344	-3.86153988653927	0.000928097184181436	0.0789576510990992	-0.633262558197305
2013	APOL1	-0.83417849546759	3.06202629752715	-3.85474685358276	0.000943137606972696	0.0794942744099301	-0.636112531368682
16381	EGLN3P1	0.921194441965599	0.664311946563711	3.84518343494701	0.000964722931565721	0.0805523650210755	-0.643734507095085
9577	CLDN2	0.874084354275809	0.671749069960103	3.84407301214407	0.000967260798850902	0.0805523650210755	-0.6451658413695
16713	AC092338.2	0.986726095930782	-0.0419479263582758	3.87339007472591	0.000902427765087049	0.0782361899579753	-0.649127327588348
11319	TMEM39A	-0.349869107228002	5.34583245242137	-3.91689289999324	0.000814097497618576	0.0765462971218938	-0.653941324619976
14546	AC138150.1	1.14482119311106	0.590796290476317	3.83955591104773	0.000977653104724824	0.0805523650210755	-0.661047573340156
18165	AC068620.4	0.668943195557172	1.61945541770788	3.81929592288972	0.00102564413638973	0.0822489574486271	-0.663321074135711
13647	RNU6-633P	1.09984291011545	-0.062343844966493	3.86600153528854	0.000918348508963923	0.0788653441235716	-0.664163234006455
13627	NOS1AP	0.821613670437652	1.67416466301372	3.81191589417766	0.00104370032371616	0.0822489574486271	-0.678702254463881
379	ABCC2	0.707064733366143	1.92562698866937	3.80639219183117	0.00105742073304564	0.0822489574486271	-0.692704094115585
13695	SERTAD4-AS1	-0.946477945287017	0.565163565033426	-3.81840338072153	0.00102781127688825	0.0822489574486271	-0.705883449717144
7344	SFRP2	-0.827361068117623	7.21063884881859	-3.89280376933701	0.000861890149685407	0.0773135851619735	-0.707212933201138
13391	ZNF273	0.763154168409654	5.69697657099514	3.89272072592992	0.000862059639013546	0.0773135851619735	-0.709810573874388
2752	UPK1A	-2.17877077292413	0.910889835285402	-3.80500981775598	0.00106088232338307	0.0822489574486271	-0.720536644797421
15841	RNF139-AS1	0.590884320239915	2.94522107395496	3.81035767352575	0.00104755283417512	0.0822489574486271	-0.726461304488103
7282	COL8A1	-0.823234920553653	3.39285758659195	-3.82271688998825	0.00101737974433879	0.0822489574486271	-0.728718324742225
17745	AC073569.3	0.761876053706515	1.61740697337927	3.78293091998386	0.00111771725722859	0.0859998067490293	-0.738981772145333
